Author,Class,Tweet,NumberOfTotalCharacters,NumberOfUppercaseCharacters,NumberOfLowercaseCharacters,NumberOfSpecialCharacters,NumberOfNumbers,NumberOfBlanks,NumberOfWords,AverageLengthOfWords,NumberOfPropositions,AverageLengthOfPropositions,NumberOfPunctuationCharacters,NumberOfLowercaseWords,NumberOfUppercaseWords,VocabularyRichness,Flesch Kincaid Grade Level,Flesch Reading Ease,Dale Chall Readability,Automated Readability Index,Coleman Liau Index,Gunning Fog,SMOG(Simple Measure of Gobbledygook),Linsear Write
130705183,0,hannah becomes a tad racist when she's drunk,44,0,36,1,0,7,8,5,1,8,1,9,0,1,2.9,88.74,11.93,4.4,6.45,3.2,0,3
130705183,0,Hannah's crying cause she can't feel her teeth,46,1,36,2,0,7,8,4.8,1,8,2,9,0,1,2.9,88.74,7.98,5.6,7.21,3.2,0,3
130705183,0,bein those bitches http://t.co/JtKte98tAG,41,4,27,5,2,3,4,5.5,1,4,2,4,0,1,13.1,8.2,27.52,25.3,24.65,11.6,0,2
130705183,0,me Carofine and Emma are getting matching nipple piercings stay tuned,69,2,57,0,0,10,11,6.29,1,11,0,9,0,1,6.4,68.77,12.79,9.3,12.62,4.4,0,4.5
130705183,0,RT @pixts: lindsay lohan http://t.co/KaJM0Ikgce,47,6,29,7,1,4,5,4.75,1,5,3,4,1,1,7.6,49.48,29.15,21.6,20.04,2,0,2.5
130705183,0,RT @er_danielss: SWALLOW BITCH THERES PEOPLE STARVIN IN AFRICA,62,41,10,3,0,8,9,6.33,1,9,1,1,8,1,3.3,87.72,14.61,11.3,14.47,3.6,0,3.5
130705183,0,@geberry_ wow day made http://t.co/NrzlX798Cw,45,3,28,7,3,4,5,4.5,1,5,2,5,0,1,7.6,49.48,22.83,19.7,18.88,2,0,2.5
130705183,0,pretty sad I missed seeing my boyfriend carter at school:/,58,1,46,2,0,9,10,5.29,1,10,1,9,1,1,2.5,95.17,8.87,6.6,8.5,4,0,4
130705183,0,"RT @ThislsAmazing: Sunglasses, 1960s http://t.co/kMlEWPig9m",59,9,33,8,5,4,5,7.5,1,5,4,2,1,1,12.3,15.64,29.15,32.9,32.8,18,0,3.5
130705183,0,"RT @HistoryInFacts: In 1923, jockey Frank Hayes suffered a fatal heart attack in the midst of a race and won despite being dead. http://t.c",139,8,96,11,1,23,24,5.56,2,12,5,19,1,1,10.3,64.04,12.72,13.3,9.12,11.27,0,13
130705183,0,"RT @HistoricalPics: San Francisco, 1953. http://t.co/jLKWmVkhD1",63,11,33,9,5,5,6,6.6,1,6,5,1,1,1,13.9,6.17,27.62,27.1,26.55,15.73,0,5
130705183,0,RT @_Shandol: Bruh Tyler Perry Ugly As Hell ,44,9,24,3,0,8,8,4,1,8,1,0,1,1,4.1,80.28,13.9,3.8,5,3.2,0,3
130705183,0,RT @animaal_fact: Pigs can become alcoholics.,45,3,33,4,0,5,6,7,1,6,2,4,1,1,10.4,31.55,14.46,13,14.95,15.73,0,4
130705183,0,@grace_ashbery @eemilyjeromee ain't that the truth,50,0,41,4,0,5,6,8.5,1,6,1,7,0,1,4.5,73.85,11.83,16.9,19.77,9.07,0,3
130705183,0,@eemilyjeromee @acmeyer16 @mkwerner77 wrong grace silly,55,0,43,3,4,5,6,7.83,1,6,0,6,0,1,12.7,14.63,14.46,20.8,24.58,15.73,0,4
130705183,0,RT @DeezNutsVinez: https://t.co/Jbm9AVE2nN,42,10,21,7,2,2,3,7.5,1,3,3,1,1,1,12.7,9.21,35.37,42.9,38.23,1.2,0,1.5
130705183,0,RT @DeezNutsVinez: https://t.co/f8AiosjaBv,42,7,25,7,1,2,3,7.5,1,3,3,1,1,1,9.2,34.59,35.37,42.9,38.23,1.2,0,1.5
130705183,0,RT @DeezNutsVinez: https://t.co/PJ0usktvmM,42,8,24,7,1,2,3,7.5,1,3,3,1,1,1,9.2,34.59,35.37,42.9,38.23,1.2,0,1.5
130705183,0,RT @DeezNutsVinez: https://t.co/olfzwgdYfp,42,6,27,7,0,2,3,7.5,1,3,3,1,1,1,5.6,59.97,35.37,42.9,38.23,1.2,0,1.5
130705183,0,@Dory @Jacie_Ferguson @izzgris,30,3,21,4,0,2,3,8.33,1,3,0,1,0,1,17.4,-24.64,19.58,24,22.75,14.53,0,1.5
130705183,0,RT @personontheweb: we just got new auto insurance and my mom was supposed to text our agent pictures of her car: http://t.co/aY8xR0ra2i,136,4,100,8,3,21,22,6,1,22,4,21,1,1,9.5,66.07,13.34,14.2,10.91,12.44,0,13
130705183,0,@carolinekru the lighting is,28,0,24,1,0,3,4,9.5,1,4,0,4,0,1,7.2,50.5,11.73,10,11.6,11.6,0,2
130705183,0,as soon as she knows I'm around college students smh u gotta do betta http://t.co/o0lURMiHDb,92,6,65,6,1,14,15,5.75,1,15,3,16,1,1,8,64.71,14.91,10.6,9.97,8.67,0,7.5
130705183,0,love sitting at my mom's desk in her office cause students always come in and think I'm her,91,1,71,2,0,17,18,5.33,1,18,2,19,1,1,5.6,87.05,6.28,6.9,5.62,7.2,0,8
130705183,0,@madisonnicholef my signature pose,34,0,30,1,0,3,4,9.33,1,4,0,4,0,1,15.5,-8.73,15.68,17.1,20.3,21.6,0,3
130705183,0,@izzgris NAH,12,3,7,1,0,1,2,7,1,2,0,1,1,1,2.9,77.91,19.53,5.5,-1.61,0.8,0,0
130705183,0,prisoner? or just an average girl?? http://t.co/ulfRjY2Leu,58,3,40,8,1,6,7,6.33,3,2.33,5,7,0,1,10.7,30.53,17.52,17.1,16.54,19.94,0,5.5
130705183,0,@murleyalex @hannahmiller613 the one and only,45,0,35,2,3,5,6,12.5,1,6,0,6,0,1,6.8,56.93,9.2,13,15.88,9.07,0,3
130705183,0,@murleyalex @hannahmiller613 gave myself a headache from wearing contacts and glasses taking those but you know what they say beauty is pain,140,0,114,2,3,21,22,7.5,1,22,0,22,0,1,9.5,66.07,7.6,15.1,13.58,10.62,0,12
130705183,0,@murleyalex @hannahmiller613 was waiting for u to notice,56,0,44,2,3,7,8,9.5,1,8,0,8,0,1,6.4,63.36,11.93,11.4,14.46,8.2,0,4
130705183,0,@hannahmiller613 @murleyalex you should've seen it coming,57,0,45,3,3,6,7,10.33,1,7,1,8,0,1,6,64.37,10.75,16.4,19.84,8.51,0,3.5
130705183,0,@hannahmiller613 @murleyalex http://t.co/QAJWIkIEPI,51,9,30,7,3,2,3,12.5,1,3,2,3,0,1,21,-50.02,35.37,57,55.63,14.53,0,2.5
130705183,0,RT @hannahmiller613: http://t.co/seNmzHlZK4,43,6,24,7,4,2,3,8.5,1,3,3,2,1,1,17.4,-24.64,35.37,44.5,40.15,27.87,0,2.5
130705183,0,@geberry_ on the right,22,0,17,2,0,3,4,8,1,4,0,4,0,1,1.3,92.8,7.78,2.9,2.9,1.6,0,1
130705183,0,it me http://t.co/5RB47ZXKGz,28,6,12,5,3,2,3,0,1,3,2,3,0,1,5.6,59.97,24.84,20.9,15.03,1.2,0,1.5
130705183,0,@chris2thewright oh g2g,23,0,18,1,2,2,3,9,1,3,0,3,0,1,-2.7,119.19,14.31,13,13.12,1.2,0,0.5
130705183,0,@chris2thewright that's where I usually sit,43,1,34,2,1,5,6,15,1,6,1,6,1,1,2.1,90.77,9.2,11.4,13.97,9.07,0,3
130705183,0,RT @er_danielss: long hair don't care http://t.co/lNTvGlXMz2,60,7,37,9,1,6,7,4.8,1,7,4,7,1,1,3.7,81.29,17.52,18.4,18.16,2.8,0,3.5
130705183,0,@duffmad Miguel,15,1,12,1,0,1,2,6.5,1,2,0,1,0,1,2.9,77.91,19.53,12.5,7.1,0.8,0,0
130705183,0,"RT @HistoryInPics: It is thought that one of these icebergs struck the RMS Titanic, on this day 103 years ago. http://t.co/tmv75MU9VF",133,14,84,11,4,20,21,5.3,2,10.5,5,15,2,1,10.3,58.62,13.7,14.4,11.43,12.21,0,13.5
130705183,0,RT @Da_Cartographer: Glamour &amp; Fame- Nothing can bring her down. http://t.co/fLsVIEz1TH,91,13,55,12,1,10,11,5.43,2,5.5,6,6,1,1,7.6,60.31,17.1,18.7,18.42,8.04,0,5.5
130705183,0,@Da_Cartographer in 60 years  https://t.co/IjojVnsou7,53,4,34,8,2,5,5,7.33,1,5,2,3,0,1,17,-18.21,25.99,26.3,27,18,0,3.5
130705183,0,RT @GreatJayGatz: When you've never read the book http://t.co/qE4cqQaw3d,72,8,46,8,2,8,9,5.5,1,9,4,7,1,1,9.2,45.42,14.61,16.6,17.02,8.04,0,5.5
130705183,0,RT @OhDontDoItVines: DEEZ NUTS https://t.co/RDHvgPw7MB,54,21,21,7,1,4,5,6.25,1,5,3,1,3,1,12.3,15.64,29.15,28.2,28.16,10,0,2.5
130705183,0,RT @chris2thewright: :( http://t.co/7Js2PJsSgW,46,7,24,9,3,3,4,8.5,1,4,5,2,1,1,5.6,59.97,35.37,47.6,40.15,1.2,0,2
130705183,0,RT @tinatbh: rt if u cried http://t.co/DGlHnFiHJX,49,9,27,7,0,6,7,4,1,7,3,6,1,1,7.2,55.91,19.77,11,9.87,8.51,0,3.5
130705183,0,@hannahmiller613 this is so posed wow,37,0,28,1,3,5,6,7.67,1,6,0,6,0,1,2.1,90.77,11.83,6.7,9.15,9.07,0,3
130705183,0,RT @hannahmiller613: @hannahmiller613 pt2 http://t.co/ddsymACvOa,64,5,40,8,7,4,5,8.75,1,5,3,4,1,0.83,12.3,15.64,25.99,37.6,38.6,10,0,4.5
130705183,0,RT @hannahmiller613: Representation of my god damn life http://t.co/KlPdv9wdny,78,5,54,7,4,8,9,7,1,9,3,7,1,1,10.3,36.96,18.12,19.7,21.54,12.49,0,6.5
130705183,0,RT @FRlENDSreaction: Matthew Perry and Jennifer Anniston rehearsing lines behind the scenes. http://t.co/SUDtnsvywk,115,15,80,8,0,12,13,7.33,2,6.5,4,7,1,1,14.3,15.98,20.07,22.4,24.23,14.43,0,10.5
130705183,0,"RT @_kaylasimone: before you said \you're mine\"" I was yours already.""",70,3,48,9,0,10,11,3.67,1,11,5,10,2,1,5.2,77.23,7.05,9.7,8.97,8.04,0,5.5
130705183,0,RT @animaal_fact: A pig's orgasm lasts 30 minutes,49,3,33,5,1,7,8,5.29,1,8,2,6,2,1,6.4,63.36,17.85,7.3,8.66,8.2,0,4
130705183,0,"RT @StonedVines: when u smoke a blunt before you go on air \
https://t.co/SZa0QlBGCt",84,10,52,8,1,13,13,4.5,1,13,3,11,1,1,7.2,66.74,14,10.8,9.96,8.28,0,7
130705183,0,RT @_GabsGotCurls: this is the cutest thing ever ,49,5,33,3,0,8,8,4,1,8,1,6,1,1,4.1,80.28,9.95,6.7,8.66,8.2,0,4
130705183,0,"RT @jemalrunninthis: Yall be like...\IT'S OVER """,48,10,24,8,0,6,7,6,1,7,6,3,4,1,4.5,73.85,11.83,14.5,12.05,9.07,0,3.5
130705183,0,my girl mkay is killin it @_kaylasimone  https://t.co/oRgKY1Wyyv,64,4,44,7,1,8,8,4.67,1,8,2,8,0,1,5.2,71.82,17.85,15.5,16.6,8.2,0,5
130705183,0,@anderson_deneka no,19,0,16,2,0,1,2,15,1,2,0,2,0,1,26.5,-91.3,11.63,22,18.7,20.8,0,1
130705183,0,RT @anderson_deneka: @geberry_ did I just c u,45,3,30,5,0,7,8,8.33,1,8,1,6,2,1,8.8,46.44,13.9,4.9,5.76,8.2,0,4
130705183,0,borrowed my moms robe and http://t.co/1sta5xBkav,48,1,35,5,2,5,6,5.33,1,6,2,6,0,1,4.5,73.85,19.72,15.3,15.88,2.4,0,3
130705183,0,RT @FRlENDSreaction: Omg ,25,9,11,2,0,3,3,6.67,1,3,1,0,1,1,12.7,9.21,19.58,14.6,13.12,14.53,0,1.5
130705183,0,"RT @GymWankers_: IVE WATCHED THIS ABOUT 200 TIMES AND IM STILL CRYING WITH LAUGHTER \
#GymWankers \
https://t.co/At2FiNVtHm",123,63,28,13,2,17,16,5.18,1,16,3,1,12,0.92,7.2,72.16,18.25,17.8,17.22,6.4,0,9
130705183,0,"RT @GymWankers_: BITCH GOT WHIPLASH \
#GymWankers \
https://t.co/G1G22Wqwn2",75,25,27,11,4,8,7,5.43,1,7,3,1,4,0.89,2.5,89.75,24.29,27.1,27.27,2.8,0,3.5
130705183,0,heard my brother crying so I tried comforting him and he was still a little bitch lol,85,1,68,0,0,16,17,6.6,1,17,0,16,1,1,6.4,79.6,8.19,6.2,5.97,9.15,0,8.5
130705183,0,@carolinekru  https://t.co/3rers457Ch,37,1,24,6,4,2,2,11,1,2,2,2,0,1,26.5,-91.3,43.21,62,53.5,20.8,0,2
130705183,0,RT @MeninlstTweetz: Beliebe that ,33,5,22,2,0,4,4,7.67,1,4,1,1,1,1,7.2,50.5,15.68,14.7,15.95,11.6,0,2
130705183,0,RT @ThePhillLewis: I do miss those Hooligans! http://t.co/iIYhP5oy6W,68,11,40,8,2,7,8,7,2,4,4,4,2,1,6.4,63.36,17.85,18.5,18.81,3.2,0,4
130705183,0,RT @BestOfTattoo: Tattoo with a story ,38,6,24,2,0,6,6,6.25,1,6,1,3,1,1,8,48.47,11.83,6.7,8.17,9.07,0,3
130705183,0,when you find all ur winter clothes in storage after it's gotten warm:))),73,0,56,5,0,12,13,5,1,13,5,14,0,1,4.8,83.66,7.93,7.2,6.83,5.2,0,5.5
130705183,0,RT @RuPaul: Drag For America 2016 http://t.co/m86E4qcrqf,56,8,28,10,4,6,7,4.6,1,7,3,1,1,1,6,64.37,19.77,15.7,15.67,2.8,0,3.5
130705183,0,RT @animaal_fact: The female brown trout fakes its orgasms in order to trick males into believing they successfully fertilized her eggs.,136,3,109,4,0,20,21,6.57,1,21,2,19,1,1,12.7,41.7,12.95,15.1,13.92,16.02,0,14.5
130705183,0,teachers talkin and I'm just scribblin http://t.co/zRhzn0T06K,61,4,42,6,3,6,7,7.67,1,7,3,7,1,1,3.7,81.29,19.77,19.1,20.66,2.8,0,2.5
130705183,0,RT @Its_North_West: Kanye's happy face http://t.co/7g9mWauLZh,61,9,35,10,2,5,6,6.5,1,6,4,4,1,1,4.5,73.85,22.36,25.5,25.57,2.4,0,2
130705183,0,"RT @animaal_fact: Giraffe tails, woodpecker scalps, and porpoise teeth have all been used as money somewhere in the world",121,3,95,5,0,18,19,6.5,1,19,3,17,1,1,9.5,60.65,9.57,13.6,12.94,9.71,0,11.5
130705183,0,RT @anderson_deneka: HE MUST BE STOPPED https://t.co/SHiqe6fOsR,63,21,27,8,1,6,7,8,1,7,3,2,5,1,11.9,22.07,17.52,20.4,21.47,8.51,0,4.5
130705183,0,RT @eemilyjeromee: Look who's here!!!! Praise the lord!!!! @geberry_ http://t.co/EjtL2ylzrz,91,6,57,18,1,9,10,6.6,3,3.33,12,8,1,1,2.9,83.32,14.94,19.7,15.98,6,0,2
130705183,0,@anderson_deneka @fashion_undress dream come true,49,0,41,4,0,4,5,11.67,1,5,0,5,0,1,14.7,-1.29,10.2,23.5,28.16,18,0,3.5
130705183,0,@b33wright http://t.co/KSLQlDDQsn,33,7,17,6,2,1,2,9,1,2,2,2,0,1,14.7,-6.7,43.21,54.9,44.8,0.8,0,1
130705183,0,yes I've made it  https://t.co/nGhIhiX9gQ,41,5,24,6,1,5,5,4,1,5,3,5,1,1,7.6,49.48,16.52,15,13.08,2,0,2.5
130705183,0,fashion http://t.co/akxBLXksWR,30,5,19,5,0,1,2,7,1,2,2,2,0,1,14.7,-6.7,35.32,47.9,39,0.8,0,1
130705183,0,I love when I've been wearing shorts and they get loose cause it creates the illusion that I've lost weight haha ha,115,3,89,2,0,21,22,5.67,1,22,2,21,3,1,7.2,82.99,9.03,9.7,6.96,10.62,0,12
130705183,0,@Jacie_Ferguson sounds good,27,2,21,2,0,2,3,10,1,3,0,2,0,1,9.2,34.59,14.31,19.3,20.83,14.53,0,1.5
130705183,0,"I texted emily \SOS\"" and her first thought was that something happened to one of the fish""",91,4,67,4,0,16,17,5.6,1,17,2,15,2,1,5.2,88.06,8.19,7.8,6.67,6.8,0,7.5
130705183,0,@zwhale97 @Aarenton_veals I WAS HOPING THAT WAS YOU WOW,55,24,18,3,2,8,9,7.75,1,9,0,1,7,1,3.3,87.72,11.1,7.7,9.94,8.04,0,4.5
130705183,0,@Aarenton_veals http://t.co/QL0PeERidu,38,6,23,7,1,1,2,14,1,2,2,1,0,1,20.6,-49,43.21,66.7,59.3,20.8,0,2
130705183,0,ugh momarazzi everywhere!! http://t.co/bhCLZbXjix,49,4,35,7,0,3,4,6,2,2,4,4,0,1,15.5,-8.73,27.52,34.7,33.35,1.6,0,3
130705183,0,RT @unIovabIe: when u finish doing your make-up but u realise it looks terrible http://t.co/Iy1bWBqTwJ,102,9,70,8,1,14,15,6.5,1,15,4,13,1,1,10.3,47.79,14.91,13.7,13.04,8.67,0,8.5
130862744,0,@geberry_ as in a little boy who is seriously gorgeous in a child model kind of way,83,0,65,2,0,16,17,5.5,1,17,0,17,0,1,7.6,71.14,8.19,5.6,4.93,9.15,0,8.5
130862744,0,beautiful boy @ Huey's,22,1,16,2,0,3,4,5.33,1,4,1,3,0,1,5.6,59.97,9.05,9.9,7.32,1.2,0,2
130862744,0,RT @_QueenNigger: What @MichelleObama doing on #Maury http://t.co/SzKUNExR3L,76,15,43,10,1,7,8,6.67,1,8,3,3,1,1,8.8,46.44,21.8,23.2,23.85,8.2,0,4
130862744,0,@anderson_deneka Google can do that to ya,41,1,32,2,0,6,7,10.5,1,7,0,6,0,1,7.2,55.91,10.75,5.6,8.24,8.51,0,3.5
130862744,0,@anderson_deneka looking into it http://t.co/CF8ffosKTz,55,4,39,7,1,4,5,15,1,5,2,5,0,1,24.1,-68.97,22.83,29.1,30.48,18,0,3.5
130862744,0,@anderson_deneka wonder what it all means,41,0,34,2,0,5,6,8.67,1,6,0,6,0,1,10.4,31.55,6.57,9.8,12.98,9.07,0,3
130862744,0,i can't go to bed without finding what book to read life is hard,64,0,50,1,0,13,14,4.14,1,14,1,15,0,1,2.9,99.57,5.46,2.7,2.83,5.6,0,6
66,0,http://t.co/lB7KijhN1v lmao more like 2 seconds,47,3,31,5,3,5,6,4,1,6,2,5,0,1,10.4,31.55,22.36,14.5,14.95,9.07,0,3
130862744,0,@freakinguseless someone hasnt been watching this show,54,0,47,1,0,6,7,9,1,7,0,7,0,1,6,64.37,10.75,14.4,18.97,2.8,0,2.5
130862744,0,(it's been seven months),24,0,18,3,0,3,4,6,1,4,3,5,0,1,1.3,92.8,7.78,5.3,2.9,1.6,0,1
130862744,0,"#snsd #ot9\
the worst posts on bumblr",37,0,27,3,1,6,6,4.8,1,6,0,7,0,1,0.1,106.67,13.01,2.9,3.26,2.8,0,2.5
130862744,0,#freegreer,10,0,9,1,0,0,1,9,1,1,0,1,0,1,8.4,36.62,19.48,26.2,6.8,0.4,0,-0.5
130862744,0,"\cristina didn't even bother\""""",31,0,23,5,0,3,4,6.33,1,4,3,5,0,1,7.2,50.5,7.78,13.5,10.15,1.6,0,1
130862744,0,zola is 100% wondering why this funeral was so short,52,0,39,3,1,9,10,5.6,1,10,0,9,0,1,6,69.79,10.45,3.8,5.6,12,0,6
130862744,0,i thought we were supposed to have dinner but i think my mom fell asleep watching tv -_-,88,0,68,3,0,17,18,5.29,1,18,2,17,0,1,5.6,87.05,8.92,6.1,4.64,7.2,0,8
130862744,0,why is lindsey morgan so beautiful,34,0,29,0,0,5,6,7.33,1,6,0,6,0,1,6.8,56.93,9.2,4.3,7.18,2.4,0,3
130862744,0,all i've done today is cry about hot girls and grey's anatoym,61,0,48,2,0,11,12,4.5,1,12,2,14,0,1,3.3,93.14,8.18,4.2,5.03,4.8,0,5
140,0,calme toi sarkozy avec tes tweets pourris,41,0,35,0,0,6,7,6.25,1,7,0,7,0,1,0.1,106.67,19.77,5.6,9.06,2.8,0,2.5
130862744,0,addison should come back so that the mer/addie i've been waiting for for years can finally happen life owes me this,115,0,93,2,0,20,21,5.89,1,21,1,22,0,1,9.1,67.08,9.19,10.4,8.41,10.3,0,13.5
130862744,0,@gondolins isnt it already over,31,0,26,1,0,4,5,9,1,5,0,5,0,1,7.6,49.48,10.2,6.5,8.44,10,0,2.5
130862744,0,RT @thinkprogress: Marilyn Mosby after announcing the charges filed against police in the death of Freddie Gray http://t.co/YqieR9jKtF http,139,10,103,7,1,18,19,6.45,1,19,3,14,1,0.93,9.5,60.65,14.55,18.1,17.52,11.81,0,12.5
130862744,0,why are girls so ,17,0,13,0,0,4,4,5,1,4,0,4,0,1,-2.3,118.18,7.78,-4.2,-4.36,1.6,0,1
130862744,0,https://t.co/jaK7fTHbp7 HASHTAG BYE,35,13,13,5,2,2,3,5,1,3,2,1,2,1,12.7,9.21,30.1,31.9,28.55,1.2,0,1.5
130862744,0,"finally, someone knows",22,0,19,1,0,2,3,7,1,3,1,3,0,1,9.2,34.59,9.05,11.5,11.15,1.2,0,1.5
130862744,0,:D http://t.co/gK71e92Rdx,25,3,11,6,4,1,2,0,1,2,3,1,1,1,-3.1,120.21,43.21,36.1,21.6,0.8,0,0
130862744,0,@gondolins start drinking every time you see the carousel during this ep tbh,76,0,63,1,0,12,13,5.57,1,13,0,13,0,1,6,75.2,10.35,8.2,9.96,8.28,0,6.5
130862744,0,@gondolins the carousel never stops turning!!!!,47,0,37,5,0,5,6,7.25,2,3.5,4,6,0,1,6.8,56.93,14.46,14.5,14.95,9.07,0,3
130862744,0,@thebirdroads i know i looked at it but still i felt betrayed,61,0,49,1,0,11,12,7.5,1,12,0,12,0,1,4.4,84.68,8.18,4.2,5.5,8.13,0,6
69,0,"@thebirdroads \panic-at-the-discourse made a post containing: 'harry and draco'\"" what am i seeing""",99,0,76,11,0,12,13,10,1,13,8,13,0,1,10.7,41.36,11.57,16.6,15.76,11.35,0,8.5
69,0,RT @SunnyHostin: BREAKING: All 6 Baltimore police officers charged in death of Freddie Gray. Death ruled a homicide by medical examiner.,136,17,93,5,1,20,21,6.31,2,10.5,4,12,2,1,8.6,52.36,13.18,9.8,11.92,13.72,0,6.75
140,0,did tumblr reset all m y tags the f,35,0,27,0,0,8,9,4,1,9,0,9,0,1,2.1,96.18,14.61,-2.9,-1.67,3.6,0,3.5
130862744,0,@markjin666 that really sounds likely,37,0,29,1,3,4,5,8,1,5,0,5,0,1,5.2,66.4,10.2,12.2,15.4,2,0,2.5
130862744,0,https://t.co/vIB8GzmjYF that makes sense. who's more beautiful than her?,72,5,50,8,1,8,9,7,2,4.5,5,10,0,1,5,66.91,12.63,14.3,13.76,1.8,0,2.25
95,0,finally my nutella and i are reunited,37,0,31,0,0,6,7,7.33,1,7,0,7,0,1,7.2,55.91,8.5,2.9,5.75,8.51,0,4.5
130862744,0,"RT @APej930923: 150429 AFTERSCHOOL NANA??By???\
\
trimming  crop  Resize  all free!! http://t.co/Ua3pUeseTx",107,24,40,21,8,14,10,5.18,3,3.67,10,5,3,0.92,6.6,57.43,19.7,21.1,19.47,5.84,0,3
130862744,0,"\The doctors of Grey Sloane Memorial Hospital are forced to put their emotions aside when a catastrophic event occurs\"" honestly""",129,5,101,4,0,19,20,6.62,1,20,2,15,0,1,11.1,51.18,12.52,14.5,13.46,14,0,14
130862744,0,NO SHE TOOK HER FERRyboAT THINGIE NO GUCK OFF,45,34,3,0,0,8,9,6.67,1,9,0,0,8,1,2.1,96.18,9.35,2.4,4.78,8.04,0,4.5
130862744,0,who cares? she's still alone,28,0,22,2,0,4,5,5,2,2.5,2,6,0,1,-1.9,117.16,7.04,3.7,3.8,2,0,1.5
130862744,0,mer is back finally,19,0,16,0,0,3,4,4.67,1,4,0,4,0,1,3.7,75.88,7.78,-0.7,0,1.6,0,2
130862744,0,LOL THE VIOLINS,15,13,0,0,0,2,3,7,1,3,0,0,3,1,5.6,59.97,14.31,0.5,-0.46,14.53,0,1.5
38,0,pffff lmao,10,0,9,0,0,1,2,4.5,1,2,0,2,0,1,-3.1,120.21,19.53,0.8,-4.51,0.8,0,0
130862744,0,lmao at everyone gasping at catherine saying she loves richard. SHE JUST PUT FLOWERS AND CANDLES ALL OVER THE PLACE WHAT DID U THINK,132,55,53,1,0,23,24,6,2,12,1,10,14,1,4.4,84.68,10.15,6,7.93,4.8,0,5.5
130862744,0,LMAO I KNEW SHE'D BE MAD THAT HE CHANGED HIS MIND,49,38,0,1,0,10,11,4.4,1,11,1,0,12,1,0.5,111.07,7.05,0.8,1.55,4.4,0,4.5
130862744,0,"\here's a present!!!\"" \""plane tickets to paris yay!!! :D\"" \""it gives u permission to pull my plug if u want\"" weird idea of what a presen is""",143,1,96,20,0,26,27,4.41,3,9.33,14,27,1,0.88,0.9,104.64,9.35,3.5,1.77,5.08,6.4,3.83
130862744,0,yay she had a girl,18,0,14,0,0,4,5,3.5,1,5,0,5,0,1,-1.9,117.16,7.04,-5.8,-5.49,2,0,1.5
120,0,still wzird,11,0,10,0,0,1,2,5,1,2,0,2,0,1,-3.1,120.21,11.63,3.1,-1.61,0.8,0,0
120,0,aw alex,7,0,6,0,0,1,2,3,1,2,0,2,0,1,-3.1,120.21,19.53,-6.4,-13.21,0.8,0,0
76,0,why would they make a parallel of this with zola can someone let her live,73,0,59,0,0,14,15,5,1,15,0,15,0,1,5.6,81.63,6.49,4.6,4.92,8.67,0,7.5
76,0,omg meredith wtf,16,0,14,0,0,2,3,4.67,1,3,0,3,0,1,0.9,93.81,19.58,2.1,1.52,1.2,0,0.5
56,0,is2g im gonna bring ellis back from the dead and make her eat that damn carousel,80,0,64,0,1,15,16,4.4,1,16,0,17,0,1,3.6,97.54,10.35,5.7,5.97,6.4,0,7
56,0,ofc owen is alive,17,0,14,0,0,3,4,4,1,4,0,4,0,1,-2.3,118.18,11.73,-3,-2.91,1.6,0,1
119,0,amelia :(((,11,0,6,4,0,1,2,6,1,2,4,1,0,1,-3.5,121.22,19.48,26.2,-10.61,0.4,0,0
130862744,0,APRIL IS ALIVE,14,12,0,0,0,2,3,5,1,3,0,0,3,1,-2.7,119.19,0.15,-1.2,-2.38,1.2,0,0.5
130862744,0,#justiceformeredithgrey,23,0,22,1,0,0,1,22,1,1,0,1,0,1,43.8,-217.19,19.48,87.4,82.2,40.4,0,0.5
130862744,0,AND THE EXTRAORDINARY TOGETHER ONE WHY ARE YOU RUBBING THIS IN MY FACE,70,58,0,0,0,12,13,10,1,13,0,0,13,1,7.2,66.74,6.71,6.1,7.7,8.28,0,7.5
130862744,0,"I CANT BELIEVE THEY'RE SHOWING THE I WANT A LIFETIME SCENE, THIS IS HORRIBLE",76,61,0,2,0,13,14,7,1,14,2,0,15,1,6.4,74.19,9.97,6.8,7.42,8.46,0,7
47,0,NOOOOOOO. come on!,18,8,6,2,0,2,3,8,2,1.5,2,2,1,1,-2.7,119.19,9.05,5.2,1.52,1.2,0,0.5
130862744,0,bailey's storyline not getting any better for new year's,56,0,46,2,0,8,9,6.33,1,9,2,11,0,1,6.8,62.34,9.35,8.2,10.58,8.04,0,4.5
130862744,0,april probably got shot jackson sorry you losing your baby was only the beginning,81,0,68,0,0,13,14,6,1,14,0,14,0,1,8.8,57.27,8.84,8.5,10.32,8.46,0,8
130862744,0,lol they're at the beach. k,27,0,20,2,0,5,6,5,2,3,2,7,0,1,-1.5,116.15,9.2,-1.2,-1.53,2.4,0,2
130862744,0,yeah the carousel nzver stops turning can someone fucking blow it up,68,0,57,0,0,11,12,6,1,12,0,12,0,1,4.4,84.68,12.13,6.9,9.38,4.8,0,5
130862744,0,WHY WOULD MEREDITH DO THE SAME THING ELLIS DID NO WAY!!!!!!!!,61,43,0,8,0,10,11,6.5,2,6,8,0,11,1,2.9,94.15,7.05,5.9,4.21,4.4,0,4.5
130862744,0,WHATEVER,8,8,0,0,0,0,1,0,1,1,0,0,1,0,20.2,-47.99,19.48,16.8,1,40.4,0,0.5
